Borough,District,Building Code,Building Name,Building Enrollment (2016-2017 Blue Book),Building Capacity (2016-2017 Blue Book),School DBN,School Name,Building Usage Plans Not Yet At Scale in 2018-2019
M,1,M019[1],P.S. 19 - MANHATTAN,398,689,01M019,P.S. 019 Asher Levy,
M,1,M019,P.S. 19 - MANHATTAN,398,689,01M301,"Technology, Arts, and Sciences Studio",
M,1,M025,J.H.S. 25 - MANHATTAN,1046,1487,01M378,School for Global Leaders,
M,1,M025,J.H.S. 25 - MANHATTAN,1046,1487,01M509,Marta Valle High School,
M,1,M025,J.H.S. 25 - MANHATTAN,1046,1487,01M515,Lower East Side Preparatory High School,
M,1,M056,J.H.S. 56 - MANHATTAN,602,1268,01M292,Orchard Collegiate Academy,
M,1,M056,J.H.S. 56 - MANHATTAN,602,1268,01M332,University Neighborhood Middle School,
M,1,M056,J.H.S. 56 - MANHATTAN,602,1268,79M973,Restart Academy,
M,1,M056,J.H.S. 56 - MANHATTAN,602,1268,84M080,Manhattan Charter School II,
M,2,M002,P.S. 2 - MANHATTAN,603,964,02M002,P.S. 002 Meyer London,
M,2,M047,J.H.S. 47 (SCH FOR THE DEAF) - M,413,807,02M047,47 The American Sign Language and English Secondary School,
M,2,M047,J.H.S. 47 (SCH FOR THE DEAF) - M,413,807,02M347,The 47 American Sign Language & English Lower School,
M,2,M047,J.H.S. 47 (SCH FOR THE DEAF) - M,413,807,75M138,P.S. 138,
M,2,M111,P.S. 111 - MANHATTAN,334,687,02M111,P.S. 111 Adolph S. Ochs,
M,2,M111,P.S. 111 - MANHATTAN,334,687,84M263,New York City Charter School of the Arts,
M,2,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,2438,2741,02M313,"James Baldwin School, The: A School for Expeditionary Learning",
M,2,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,2438,2741,02M392,MANHATTAN BUSINESS ACADEMY,
M,2,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,2438,2741,02M419,Landmark High School,
M,2,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,2438,2741,02M422,Quest to Learn,
M,2,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,2438,2741,02M437,Hudson High School of Learning Technologies,
M,2,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,2438,2741,02M605,Humanities Preparatory Academy,
M,2,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,2438,2741,75M751,Manhattan School for Career Development,
M,2,M445,SEWARD PARK HS - MANHATTAN,1826,2176,02M294,Essex Street Academy,
M,2,M445,SEWARD PARK HS - MANHATTAN,1826,2176,02M305,"Urban Assembly Academy of Government and Law, The",
M,2,M445,SEWARD PARK HS - MANHATTAN,1826,2176,02M308,Lower Manhattan Arts Academy,
M,2,M445,SEWARD PARK HS - MANHATTAN,1826,2176,02M543,New Design High School,
M,2,M445,SEWARD PARK HS - MANHATTAN,1826,2176,02M545,High School for Dual Language and Asian Studies,
M,2,M460,WASHINGTON IRVING HS - MANHATTAN,2614,2923,02M374,Gramercy Arts High School,
M,2,M460,WASHINGTON IRVING HS - MANHATTAN,2614,2923,02M399,The High School For Language And Diplomacy,
M,2,M460,WASHINGTON IRVING HS - MANHATTAN,2614,2923,02M438,International High School at Union Square,
M,2,M460,WASHINGTON IRVING HS - MANHATTAN,2614,2923,02M473,Washington Irving YABC,
M,2,M460,WASHINGTON IRVING HS - MANHATTAN,2614,2923,02M533,Union Square Academy for Health Sciences,
M,2,M460,WASHINGTON IRVING HS - MANHATTAN,2614,2923,02M546,Academy for Software Engineering,
M,2,M460,WASHINGTON IRVING HS - MANHATTAN,2614,2923,84M174,Success Academy Union Square (Manhattan 1),
M,2,M480,JULIA RICHMAN ED. COMPLEX - M,1815,2174,02M225,Ella Baker School,
M,2,M480,JULIA RICHMAN ED. COMPLEX - M,1815,2174,02M449,Vanguard High School,
M,2,M480,JULIA RICHMAN ED. COMPLEX - M,1815,2174,02M459,Manhattan International High School,
M,2,M480,JULIA RICHMAN ED. COMPLEX - M,1815,2174,02M519,Talent Unlimited High School,
M,2,M480,JULIA RICHMAN ED. COMPLEX - M,1815,2174,02M565,Urban Academy Laboratory High School,
M,2,M480,JULIA RICHMAN ED. COMPLEX - M,1815,2174,75M226,P.S. M226,
M,2,M480,JULIA RICHMAN ED. COMPLEX - M,1815,2174,79M984,LYFE,
M,2,M520,MURRY BERGTRAUM HS (ECF) - M,1291,2122,02M135,The Urban Assembly School for Emergency Management,Y
M,2,M520,MURRY BERGTRAUM HS (ECF) - M,1291,2122,02M280,Manhattan Early College School for Advertising,Y
M,2,M520,MURRY BERGTRAUM HS (ECF) - M,1291,2122,02M282,Urban Assembly Maker Academy,Y
M,2,M520,MURRY BERGTRAUM HS (ECF) - M,1291,2122,02M520,Murry Bergtraum High School for Business Careers,Y
M,2,M535,PARK WEST HS (ECF) - MANHATTAN,2218,3135,02M288,Food and Finance High School,
M,2,M535,PARK WEST HS (ECF) - MANHATTAN,2218,3135,02M296,High School of Hospitality Management,
M,2,M535,PARK WEST HS (ECF) - MANHATTAN,2218,3135,02M300,"Urban Assembly School of Design and Construction, The",
M,2,M535,PARK WEST HS (ECF) - MANHATTAN,2218,3135,02M303,"Facing History School, The",
M,2,M535,PARK WEST HS (ECF) - MANHATTAN,2218,3135,02M542,Manhattan Bridges High School,
M,2,M535,PARK WEST HS (ECF) - MANHATTAN,2218,3135,75M138,P.S. 138,
M,2,M600,FASHION INDUSTRIES VOC HS - M,1680,2081,02M600,The High School of Fashion Industries,
M,2,M600,FASHION INDUSTRIES VOC HS - M,1680,2081,75M751,Manhattan School for Career Development,
M,2,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,1160,2233,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,Y
M,2,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,1160,2233,02M432,Murray Hill Academy,Y
M,2,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,1160,2233,02M500,Unity Center for Urban Technologies,Y
M,2,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,1160,2233,84M351,Success Academy Charter School - Harlem 1,Y
M,2,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,1160,2233,84M385,Success Academy Charter School - Harlem 3,Y
M,2,M827,AUX. SERV-MAN. LEARNING CENTER - M,335,909,79M645,School for Cooperative Technical Education,
M,2,M827,AUX. SERV-MAN. LEARNING CENTER - M,335,909,79M984,LYFE,
M,2,M827,AUX. SERV-MAN. LEARNING CENTER - M,335,909,79Q950,Pathways to Graduation,
M,3,M088,I.S. 88 - MANHATTAN,1051,1538,03M415,Wadleigh Secondary School for the Performing & Visual Arts,
M,3,M088,I.S. 88 - MANHATTAN,1051,1538,03M860,Frederick Douglass Academy II Secondary School,
M,3,M088,I.S. 88 - MANHATTAN,1051,1538,84M351,Success Academy Charter School - Harlem 1,
M,3,M149,P.S. 149 (TANDEM M207) - MANHATTAN,859,1195,03M149,P.S. 149 Sojourner Truth,
M,3,M149,P.S. 149 (TANDEM M207) - MANHATTAN,859,1195,75M811,P.S. M811 - Mickey Mantle School,
M,3,M149,P.S. 149 (TANDEM M207) - MANHATTAN,859,1195,84M351,Success Academy Charter School - Harlem 1,
M,3,M470,LOUIS D. BRANDEIS HS - MANHATTAN,1798,2251,03M402,The Urban Assembly School for Green Careers,
M,3,M470,LOUIS D. BRANDEIS HS - MANHATTAN,1798,2251,03M403,The Global Learning Collaborative,
M,3,M470,LOUIS D. BRANDEIS HS - MANHATTAN,1798,2251,03M404,Innovation Diploma Plus,
M,3,M470,LOUIS D. BRANDEIS HS - MANHATTAN,1798,2251,03M417,Frank Mccourt High School,
M,3,M470,LOUIS D. BRANDEIS HS - MANHATTAN,1798,2251,79M984,LYFE,
M,3,M470,LOUIS D. BRANDEIS HS - MANHATTAN,1798,2251,84M523,Success Academy Charter School - Upper West,
M,3,M490,"MARTIN LUTHER KING, JR. HS - M",2517,3544,03M299,The Maxine Greene HS for Imaginative Inquiry,
M,3,M490,"MARTIN LUTHER KING, JR. HS - M",2517,3544,03M307,"Urban Assembly School for Media Studies, The",
M,3,M490,"MARTIN LUTHER KING, JR. HS - M",2517,3544,03M492,"High School for Law, Advocacy and Community Justice",
M,3,M490,"MARTIN LUTHER KING, JR. HS - M",2517,3544,03M494,High School of Arts and Technology,
M,3,M490,"MARTIN LUTHER KING, JR. HS - M",2517,3544,03M541,Manhattan / Hunter Science High School,
M,3,M490,"MARTIN LUTHER KING, JR. HS - M",2517,3544,03M859,Special Music School,
M,3,M837,BEACON HS - MANHATTAN,240,1062,03M291,West End Secondary School,Y
M,4,M045,I.S. 45 - MANHATTAN,926,1379,04M409,Coalition School for Social Change,
M,4,M045,I.S. 45 - MANHATTAN,926,1379,84M335,Harlem Village Academy Leadership Charter School,
M,4,M096,P.S. 96 - MANHATTAN,450,770,04M096,P.S. 096 Joseph Lanzetta,
M,4,M099,I.S. 99 - MANHATTAN,942,1260,04M224,M.S. 224 Manhattan East School for Arts & Academics,
M,4,M099,I.S. 99 - MANHATTAN,942,1260,84M385,Success Academy Charter School - Harlem 3,
M,4,M099,I.S. 99 - MANHATTAN,942,1260,84M433,Renaissance Charter High School for Innovation,
M,4,M108[2],P.S. 108 - MANHATTAN,591,834,04M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,
M,4,M108,P.S. 108 - MANHATTAN,591,834,04M964,Central Park East II,
M,4,M112[3],P.S. 112 (TANDEM M206) - MANHATTAN,990,1174,04M037,River East Elementary,
M,4,M112,P.S. 112 (TANDEM M206) - MANHATTAN,990,1174,04M112,P.S. 112 Jose Celso Barbosa,
M,4,M112,P.S. 112 (TANDEM M206) - MANHATTAN,990,1174,04M206,P.S. 206 Jose Celso Barbosa,
M,5,M030,P.S. 30 - MANHATTAN,888,1196,05M030,P.S. 030 Hernandez/Hughes,
M,5,M030,P.S. 30 - MANHATTAN,888,1196,75M138,P.S. 138,
M,5,M030,P.S. 30 - MANHATTAN,888,1196,84M384,Success Academy Charter School - Harlem 2,
M,5,M036,P.S. 36 - MANHATTAN,427,766,05M036,P.S. 036 Margaret Douglas,
M,5,M043,I.S. 172 (OLD 43) - MANHATTAN,988,1572,05M286,Urban Assembly Academy for Future Leaders,
M,5,M043,I.S. 172 (OLD 43) - MANHATTAN,988,1572,05M367,Academy for Social Action,
M,5,M043,I.S. 172 (OLD 43) - MANHATTAN,988,1572,05M369,Urban Assembly School for the Performing Arts,
M,5,M043,I.S. 172 (OLD 43) - MANHATTAN,988,1572,84M384,Success Academy Charter School - Harlem 2,
M,5,M136,I.S. 136 - MANHATTAN,783,1180,05M148,Eagle Academy for Young Men of Harlem,Y
M,5,M136,I.S. 136 - MANHATTAN,783,1180,05M302,KAPPA IV,Y
M,5,M136,I.S. 136 - MANHATTAN,783,1180,05M304,Mott Hall High School,Y
M,6,M052,I.S. 52 - MANHATTAN,838,1242,06M052,J.H.S. 052 Inwood,Y
M,6,M052,I.S. 52 - MANHATTAN,838,1242,06M211,Inwood Early College for Health and Information Technologies,Y
M,6,M052,I.S. 52 - MANHATTAN,838,1242,06M423,High School for Excellence and Innovation,Y
M,6,M090,I.S. 90 - MANHATTAN,1324,1666,06M319,M.S. 319 - Maria Teresa,
M,6,M090,I.S. 90 - MANHATTAN,1324,1666,06M324,M.S. 324 - Patria Mirabal,
M,6,M090,I.S. 90 - MANHATTAN,1324,1666,75M138,P.S. 138,
M,6,M090,I.S. 90 - MANHATTAN,1324,1666,84M068,KIPP Washington Heights Middle School,
M,6,M143,I.S. 143 - MANHATTAN,1122,1740,06M143,J.H.S. 143 Eleanor Roosevelt,Y
M,6,M143,I.S. 143 - MANHATTAN,1122,1740,06M348,Washington Heights Expeditionary Learning School,Y
M,6,M153,P.S. 153 - MANHATTAN,878,1222,06M153,P.S. 153 Adam Clayton Powell,
M,6,M153,P.S. 153 - MANHATTAN,878,1222,06M368,Hamilton Heights School,
M,6,M164,I.S. 164 - MANHATTAN,246,1001,06M328,Community Math & Science Prep,Y
M,6,M164,I.S. 164 - MANHATTAN,246,1001,84M338,WHIN Music Community,Y
M,6,M218,I.S. 218 - MANHATTAN,1117,1470,06M218,I.S. 218 Salome Urena,
M,6,M218,I.S. 218 - MANHATTAN,1117,1470,06M293,City College Academy of the Arts,
M,6,M218,I.S. 218 - MANHATTAN,1117,1470,06M322,Middle School 322,
M,6,M465,G. WASHINGTON HS EDUC. CAMPUS - M,1921,2440,06M457,George Washington YABC,Y
M,6,M465,G. WASHINGTON HS EDUC. CAMPUS - M,1921,2440,06M462,The College Academy,Y
M,6,M465,G. WASHINGTON HS EDUC. CAMPUS - M,1921,2440,06M463,High School for Media and Communications,Y
M,6,M465,G. WASHINGTON HS EDUC. CAMPUS - M,1921,2440,06M467,High School for Law and Public Service,Y
M,6,M465,G. WASHINGTON HS EDUC. CAMPUS - M,1921,2440,06M468,High School for Health Careers and Sciences,Y
M,6,M465,G. WASHINGTON HS EDUC. CAMPUS - M,1921,2440,79M973,Restart Academy,Y
X,7,X139,J.H.S. 222 - BRONX,1134,1435,07X224,P.S./I.S. 224,
X,7,X139,J.H.S. 222 - BRONX,1134,1435,07X334,International Community High School,
X,7,X139,J.H.S. 222 - BRONX,1134,1435,07X343,Academy of Applied Mathematics and Technology,
X,7,X155,P.S. 754 (OLD IS155) - BRONX,626,1033,75X754,J. M. Rapport School Career Development,
X,7,X155,P.S. 754 (OLD IS155) - BRONX,626,1033,84X491,Academic Leadership Charter School,
X,7,X184,I.S. 184 - BRONX,907,1343,07X296,South Bronx Academy for Applied Media,
X,7,X184,I.S. 184 - BRONX,907,1343,07X298,Academy of Public Relations,
X,7,X184,I.S. 184 - BRONX,907,1343,07X379,Jill Chaifetz Transfer High School,
X,7,X184,I.S. 184 - BRONX,907,1343,75X017,P.S. X017,
X,7,X184,I.S. 184 - BRONX,907,1343,75X754,J. M. Rapport School Career Development,
X,7,X600,ALFRED E. SMITH HS - X,1197,1619,07X381,Bronx Haven High School,
X,7,X600,ALFRED E. SMITH HS - X,1197,1619,07X456,Alfred E. Smith Campus YABC,
X,7,X600,ALFRED E. SMITH HS - X,1197,1619,07X522,Bronx Design and Construction Academy,
X,7,X600,ALFRED E. SMITH HS - X,1197,1619,07X600,Alfred E. Smith Career and Technical Education High School,
X,8,X039,NEW SCH FOR ARTS AND SCIENCE - X,325,1075,08X332,Holcombe L. Rucker School of Community Research,Y
X,8,X039,NEW SCH FOR ARTS AND SCIENCE - X,325,1075,08X530,Longwood Preparatory Academy,Y
X,8,X039,NEW SCH FOR ARTS AND SCIENCE - X,325,1075,79M645,School for Cooperative Technical Education,Y
X,8,X174,I.S. 174 - BRONX,1236,1624,08X282,Women's Academy of Excellence,
X,8,X174,I.S. 174 - BRONX,1236,1624,08X367,"Archimedes Academy for Math, Science and Technology Applications",
X,8,X174,I.S. 174 - BRONX,1236,1624,08X375,The Bronx Mathematics Preparatory School,
X,8,X192,I.S. 192 - BRONX,867,1431,08X371,Urban Institute of Mathematics,Y
X,8,X192,I.S. 192 - BRONX,867,1431,08X392,Bronx Delta School,Y
X,8,X192,I.S. 192 - BRONX,867,1431,08X467,Mott Hall Community School,Y
X,8,X405,HERBERT H. LEHMAN HS - X,3153,3629,08X293,Renaissance High School for Musical Theater & Technology,
X,8,X405,HERBERT H. LEHMAN HS - X,3153,3629,08X320,Pelham Lab High School,
X,8,X405,HERBERT H. LEHMAN HS - X,3153,3629,08X348,Schuylerville Preparatory High School,
X,8,X405,HERBERT H. LEHMAN HS - X,3153,3629,08X349,Bronx River High School,
X,8,X405,HERBERT H. LEHMAN HS - X,3153,3629,08X405,Herbert H. Lehman High School,
X,8,X405,HERBERT H. LEHMAN HS - X,3153,3629,08X408,Herbert H. Lehman YABC,
X,8,X405,HERBERT H. LEHMAN HS - X,3153,3629,08X558,Westchester Square Academy,
X,8,X405,HERBERT H. LEHMAN HS - X,3153,3629,75X721,P.S. X721 - Stephen McSweeney School,
X,8,X405,HERBERT H. LEHMAN HS - X,3153,3629,79Q950,Pathways to Graduation,
X,8,X450,Adlai E. Stevenson Educational Campus,2511,3484,08X312,Millennium Art Academy,
X,8,X450,Adlai E. Stevenson Educational Campus,2511,3484,08X376,Antonia Pantoja Preparatory Academy: A College Board School,
X,8,X450,Adlai E. Stevenson Educational Campus,2511,3484,08X377,Bronx Community High School,
X,8,X450,Adlai E. Stevenson Educational Campus,2511,3484,08X432,Bronx Bridges High School,
X,8,X450,Adlai E. Stevenson Educational Campus,2511,3484,08X452,Gotham Collaborative High School,
X,8,X450,Adlai E. Stevenson Educational Campus,2511,3484,08X507,Stevenson YABC,
X,8,X450,Adlai E. Stevenson Educational Campus,2511,3484,08X561,Bronx Compass High School,
X,8,X450,Adlai E. Stevenson Educational Campus,2511,3484,75X017,P.S. X017,
X,8,X450,Adlai E. Stevenson Educational Campus,2511,3484,79Q950,Pathways to Graduation,
X,8,X450,Adlai E. Stevenson Educational Campus,2511,3484,88X996,ALC - Stevenson Campus,
X,8,X972,SOUNDVIEW EDUCATIONAL CAMPUS - X,456,801,08X519,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",Y
X,8,X972,SOUNDVIEW EDUCATIONAL CAMPUS - X,456,801,08X537,Bronx Arena High School,Y
X,9,X126,P.S. 126 (ECF) - BRONX,625,936,09X126,P.S. 126 Dr Marjorie H Dunbar,
X,9,X147,I.S. 339 (OLD 147) - BRONX,799,1393,09X313,I.S. 313 School of Leadership Development,
X,9,X147,I.S. 339 (OLD 147) - BRONX,799,1393,09X339,I.S. 339,
X,9,X147,I.S. 339 (OLD 147) - BRONX,799,1393,75X469,P469X - The Bronx School for Continuous Learners,
X,9,X148,I.S. 219 (OLD 148) - BRONX,976,1517,09X215,Kappa,
X,9,X148,I.S. 219 (OLD 148) - BRONX,976,1517,09X219,I.S. 219 New Venture School,
X,9,X148,I.S. 219 (OLD 148) - BRONX,976,1517,09X517,Frederick Douglass Academy III Secondary School,
X,9,X410,WILLIAM H. TAFT HS - X,2017,2693,09X227,Bronx Collegiate Academy,
X,9,X410,WILLIAM H. TAFT HS - X,2017,2693,09X329,DreamYard Preparatory School,
X,9,X410,WILLIAM H. TAFT HS - X,2017,2693,09X350,New Directions Secondary School,
X,9,X410,WILLIAM H. TAFT HS - X,2017,2693,09X412,Bronx High School of Business,
X,9,X410,WILLIAM H. TAFT HS - X,2017,2693,09X413,Bronx High School for Medical Science,
X,9,X410,WILLIAM H. TAFT HS - X,2017,2693,09X564,Claremont International HS,
X,9,X410,WILLIAM H. TAFT HS - X,2017,2693,79M984,LYFE,
X,10,X045,I.S. 45 - BRONX,891,1319,10X045,Thomas C. Giordano Middle School 45,Y
X,10,X045,I.S. 45 - BRONX,891,1319,10X046,P.S. 046 Edgar Allan Poe,Y
X,10,X137,I.S. 391 (UDC) - BRONX,1143,1545,10X225,Theatre Arts Production Company School,
X,10,X137,I.S. 391 (UDC) - BRONX,1143,1545,10X391,The Angelo Patri Middle School,
X,10,X435,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,2637,2973,10X243,West Bronx Academy for the Future,
X,10,X435,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,2637,2973,10X374,Knowledge and Power Preparatory Academy International High School (Kappa),
X,10,X435,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,2637,2973,10X434,Belmont Preparatory High School,
X,10,X435,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,2637,2973,10X437,Fordham High School for the Arts,
X,10,X435,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,2637,2973,10X438,Fordham Leadership Academy,
X,10,X435,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,2637,2973,10X439,Bronx High School for Law and Community Service,
X,10,X435,THEODORE ROOSEVELT EDUCATIONAL CAMPUS - X,2637,2973,79M984,LYFE,
X,10,X440,DEWITT CLINTON HS - X,2516,3189,10X351,Bronx Collaborative High School,
X,10,X440,DEWITT CLINTON HS - X,2516,3189,10X353,World View High School,
X,10,X440,DEWITT CLINTON HS - X,2516,3189,10X440,DeWitt Clinton High School,
X,10,X440,DEWITT CLINTON HS - X,2516,3189,10X668,Dewitt Clinton Campus YABC,
X,10,X440,DEWITT CLINTON HS - X,2516,3189,75X168,P.S. 168,
X,10,X440,DEWITT CLINTON HS - X,2516,3189,79M984,LYFE,
X,10,X440,DEWITT CLINTON HS - X,2516,3189,79Q950,Pathways to Graduation,
X,10,X475,JOHN F. KENNEDY HS - X,3027,3789,10X213,Bronx Engineering and Technology Academy,
X,10,X475,JOHN F. KENNEDY HS - X,3027,3789,10X284,Bronx School of Law and Finance,
X,10,X475,JOHN F. KENNEDY HS - X,3027,3789,10X397,English Language Learners and International Support Preparatory Academy (ELLIS),
X,10,X475,JOHN F. KENNEDY HS - X,3027,3789,10X477,Marble Hill High School for International Studies,
X,10,X475,JOHN F. KENNEDY HS - X,3027,3789,10X504,Kennedy YABC,
X,10,X475,JOHN F. KENNEDY HS - X,3027,3789,10X546,Bronx Theatre High School,
X,10,X475,JOHN F. KENNEDY HS - X,3027,3789,84X539,New Visions Charter High School for Advanced Math and Science,
X,10,X475,JOHN F. KENNEDY HS - X,3027,3789,84X553,New Visions Charter High School for the Humanities,
X,11,X113,I.S. 113 - BRONX,975,1652,11X287,North Bronx School of Empowerment,
X,11,X113,I.S. 113 - BRONX,975,1652,11X370,Leaders of Tomorrow,
X,11,X415,CHRISTOPHER COLUMBUS HS - X,2440,2782,11X288,Collegiate Institute for Math and Science,
X,11,X415,CHRISTOPHER COLUMBUS HS - X,2440,2782,11X299,Astor Collegiate Academy,
X,11,X415,CHRISTOPHER COLUMBUS HS - X,2440,2782,11X417,C Columbus Hs YABC,
X,11,X415,CHRISTOPHER COLUMBUS HS - X,2440,2782,11X508,Bronxdale High School,
X,11,X415,CHRISTOPHER COLUMBUS HS - X,2440,2782,11X509,High School of Language and Innovation,
X,11,X415,CHRISTOPHER COLUMBUS HS - X,2440,2782,11X542,Pelham Preparatory Academy,
X,11,X415,CHRISTOPHER COLUMBUS HS - X,2440,2782,75X010,P.S. X010,
X,11,X455,HARRY S. TRUMAN HS - X,2635,3328,11X249,Bronx Health Sciences High School,
X,11,X455,HARRY S. TRUMAN HS - X,2635,3328,11X455,Harry S Truman High School,
X,11,X455,HARRY S. TRUMAN HS - X,2635,3328,75X176,P.S. X176,
X,11,X455,HARRY S. TRUMAN HS - X,2635,3328,79M645,School for Cooperative Technical Education,
X,12,X044[4],P.S. 44 - BRONX,405,671,12X044,P.S. 044 David C. Farragut,Y
X,12,X044,P.S. 44 - BRONX,405,671,12X341,Accion Academy,Y
X,12,X067[5],P.S. 67 - BRONX,1190,1166,12X067,P.S. 067 Mohegan School,
X,12,X067,P.S. 67 - BRONX,1190,1166,12X372,Urban Assembly School for Wildlife Conservation,
X,12,X092[6],P.S. 92 - BRONX,582,733,12X092,P.S. 092 Bronx,Y
X,12,X092,P.S. 92 - BRONX,582,733,75X352,The Vida Bogart School for All Children,Y
X,12,X098,I.S. 98 - BRONX,955,1516,12X098,J.H.S. 098 Herman Ridder,
X,12,X098,I.S. 98 - BRONX,955,1516,12X251,Explorations Academy,
X,12,X098,I.S. 98 - BRONX,955,1516,12X511,Bronx Envision Academy,
X,12,X098,I.S. 98 - BRONX,955,1516,79M984,LYFE,
X,12,X401,BRONX REGIONAL HS (OLD 133) - X,1012,1621,12X446,Arturo A. Schomburg Satellite Academy Bronx,
X,12,X401,BRONX REGIONAL HS (OLD 133) - X,1012,1621,12X480,Bronx Regional High School,
X,12,X401,BRONX REGIONAL HS (OLD 133) - X,1012,1621,79M984,LYFE,
X,12,X401,BRONX REGIONAL HS (OLD 133) - X,1012,1621,79Q950,Pathways to Graduation,
X,12,X401,BRONX REGIONAL HS (OLD 133) - X,1012,1621,84X200,ROADS Charter School II,
K,13,K003,P.S. 3 - BROOKLYN,431,845,13K003,P.S. 003 The Bedford Village,
K,13,K054,P.S. 54 - BROOKLYN,283,595,13K054,P.S. 054 Samuel C. Barnes,
K,13,K054,P.S. 54 - BROOKLYN,283,595,75K231,P.S. K231,
K,13,K056,P.S. 56 - BROOKLYN,380,773,13K056,P.S. 056 Lewis H. Latimer,
K,13,K056,P.S. 56 - BROOKLYN,380,773,13K351,The Urban Assembly Unison School,
K,13,K056,P.S. 56 - BROOKLYN,380,773,75K369,P.S. K369 - Coy L. Cox School,
K,13,K113,I.S. 113 - BROOKLYN,593,1269,13K113,M.S. 113 Ronald Edmonds Learning Center,
K,13,K113,I.S. 113 - BROOKLYN,593,1269,75K372,P.S. 372 -The Children's School,
K,13,K113,I.S. 113 - BROOKLYN,593,1269,84K789,Compass Charter School,
K,13,K256[7],P.S. 256 - BROOKLYN,531,777,13K256,P.S. 256 Benjamin Banneker,
K,13,K256,P.S. 256 - BROOKLYN,531,777,84K702,Community Partnership Charter School,
K,13,K305,P.S. 305 - BROOKLYN,253,718,13K301,Satellite East Middle School,
K,13,K305,P.S. 305 - BROOKLYN,253,718,13K305,P.S. 305 Dr. Peter Ray,
K,13,K307,P.S. 307 - BROOKLYN,383,691,13K307,P.S. 307 Daniel Hale Williams,
K,13,K580,GEORGE WESTINGHOUSE VOC HS - K,1402,1799,13K008,P.S. 008 Robert Fulton,
K,13,K580,GEORGE WESTINGHOUSE VOC HS - K,1402,1799,13K605,George Westinghouse Career and Technical Education High School,
K,13,K580,GEORGE WESTINGHOUSE VOC HS - K,1402,1799,13K657,Downtown Brooklyn YABC,
K,13,K580,GEORGE WESTINGHOUSE VOC HS - K,1402,1799,13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",
K,13,K580,GEORGE WESTINGHOUSE VOC HS - K,1402,1799,75K369,P.S. K369 - Coy L. Cox School,
K,13,K805,WATER'S EDGE EDUCATIONAL CAMPUS - K,1173,1579,13K350,Urban Assembly School for Music and Art,
K,13,K805,WATER'S EDGE EDUCATIONAL CAMPUS - K,1173,1579,13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",
K,13,K805,WATER'S EDGE EDUCATIONAL CAMPUS - K,1173,1579,13K439,Brooklyn International High School,
K,13,K909,ACORN COMMUNITY HS - K,262,722,13K499,ACORN Community High School,
K,14,K016,P.S. 16 - BROOKLYN,562,965,14K016,P.S. 016 Leonard Dunkly,
K,14,K016,P.S. 16 - BROOKLYN,562,965,84K355,Williamsburg Collegiate Charter School,
K,14,K033,I.S. 33 - BROOKLYN,631,1188,75K368,P.S. 368,Y
K,14,K033,I.S. 33 - BROOKLYN,631,1188,84K367,Success Academy Charter School - Bed-Stuy 1,Y
K,14,K049,I.S. 49 - BROOKLYN,1484,1807,14K449,"Brooklyn Latin School, The",
K,14,K049,I.S. 49 - BROOKLYN,1484,1807,14K454,The Williamsburg High School of Art and Technology,
K,14,K049,I.S. 49 - BROOKLYN,1484,1807,14K586,Lyons Community School,
K,14,K071,I.S. 71 - BROOKLYN,915,1329,14K071,Juan Morel Campos Secondary School,
K,14,K071,I.S. 71 - BROOKLYN,915,1329,75K141,P.S. K141,
K,14,K071,I.S. 71 - BROOKLYN,915,1329,84K037,Beginning with Children Charter School II,
K,14,K126[8],J.H.S. 126 - BROOKLYN,1116,1243,14K126,John Ericsson Middle School 126,
K,14,K126,J.H.S. 126 - BROOKLYN,1116,1243,84K689,Citizens of the World Charter School 1 Williamsburg,
K,14,K126,J.H.S. 126 - BROOKLYN,1116,1243,84K693,Northside Charter High School,
K,14,K147,P.S. 147 - BROOKLYN,712,1088,14K147,P.S. 147 Isaac Remsen,
K,14,K147,P.S. 147 - BROOKLYN,712,1088,14K614,Young Women's Leadership School of Brooklyn,
K,14,K157,P.S. 157 - BROOKLYN,508,1164,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,
