"","dbn","latitude","longitude","postcode","accessibility","district","borough","school_name.x","year","total_enrollment","grade_pk_half_day_full_day","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","female","female_1","male","male_1","asian","asian_1","black","black_1","hispanic","hispanic_1","multiple_race_categories","multiple_race_categories_1","white","white_1","students_with_disabilities","students_with_disabilities_1","english_language_learners","english_language_learners_1","poverty","poverty_1","economic_need_index","school_name.y","sharedbuilding","school_name"
"62","02M225","40.765359","-73.960059","10065","Partially Accessible","2","MANHATTAN","Ella Baker School","2018-19","324","38","47","41","29","38","35","30","30","11","25","0","0","0","0","156","0.481","168","0.519","19","0.059","49","0.151","99","0.306","30","0.093","127","0.392","61","0.188","5","0.015","91","0.281","0.345","Ella Baker School","1","Ella Baker School (02M225)"
"63","02M234",NA,NA,NA,NA,NA,NA,"P.S. 234 Independence School","2018-19","638","0","135","106","94","109","100","94","0","0","0","0","0","0","0","313","0.491","325","0.509","56","0.088","11","0.017","56","0.088","55","0.086","460","0.721","103","0.161","8","0.013","66","0.103","0.084",NA,NA,NA
"64","02M255",NA,NA,NA,NA,NA,NA,"M.S. 255 Salk School of Science","2018-19","394","0","0","0","0","0","0","0","135","128","131","0","0","0","0","230","0.584","164","0.416","72","0.183","8","0.02","38","0.096","32","0.081","244","0.619","62","0.157","1","0.003","56","0.142","0.137",NA,NA,NA
"65","02M260",NA,NA,NA,NA,NA,NA,"The Clinton School","2018-19","726","0","0","0","0","0","0","0","97","97","99","121","128","105","79","494","0.68","232","0.32","92","0.127","29","0.04","90","0.124","53","0.073","462","0.636","121","0.167","2","0.003","116","0.16","0.2",NA,NA,NA
"66","02M267",NA,NA,NA,NA,NA,NA,"East Side Elementary School, PS 267","2018-19","414","0","89","83","71","64","54","53","0","0","0","0","0","0","0","204","0.493","210","0.507","52","0.126","4","0.01","43","0.104","12","0.029","303","0.732","57","0.138","19","0.046","52","0.126","0.083",NA,NA,NA
"67","02M276",NA,NA,NA,NA,NA,NA,"Battery Park City School","2018-19","849","18","100","87","92","86","96","88","97","94","91","0","0","0","0","402","0.473","447","0.527","172","0.203","34","0.04","116","0.137","80","0.094","447","0.527","156","0.184","27","0.032","128","0.151","0.163",NA,NA,NA
"68","02M280",NA,NA,NA,NA,NA,NA,"Manhattan Early College School for Advertising","2018-19","416","0","0","0","0","0","0","0","0","0","0","120","104","95","97","222","0.534","194","0.466","41","0.099","150","0.361","187","0.45","16","0.038","22","0.053","80","0.192","16","0.038","304","0.731","0.724",NA,NA,NA
"69","02M281","40.74428","-73.972591","10016","Fully Accessible","2","MANHATTAN","The River School","2018-19","338","36","74","77","51","40","28","32","0","0","0","0","0","0","0","167","0.494","171","0.506","110","0.325","31","0.092","42","0.124","16","0.047","139","0.411","53","0.157","59","0.175","102","0.302","0.193","The River School",NA,NA
"70","02M282",NA,NA,NA,NA,NA,NA,"Urban Assembly Maker Academy","2018-19","390","0","0","0","0","0","0","0","0","0","0","116","118","89","67","118","0.303","272","0.697","32","0.082","107","0.274","192","0.492","17","0.044","42","0.108","76","0.195","15","0.038","303","0.777","0.702",NA,NA,NA
"71","02M288",NA,NA,NA,NA,NA,NA,"Food and Finance High School","2018-19","375","0","0","0","0","0","0","0","0","0","0","128","93","81","73","216","0.576","159","0.424","21","0.056","130","0.347","199","0.531","15","0.04","10","0.027","75","0.2","12","0.032","310","0.827","0.773",NA,NA,NA
"72","02M289",NA,NA,NA,NA,NA,NA,"I.S. 289","2018-19","284","0","0","0","0","0","0","0","98","93","93","0","0","0","0","125","0.44","159","0.56","138","0.486","12","0.042","42","0.148","8","0.028","84","0.296","65","0.229","14","0.049","150","0.528","0.476",NA,NA,NA
"73","02M290","40.775078","-73.953096","10028","Not Accessible","2","MANHATTAN","P.S. 290 Manhattan New School","2018-19","595","37","98","102","79","98","88","93","0","0","0","0","0","0","0","329","0.553","266","0.447","65","0.109","17","0.029","56","0.094","36","0.061","421","0.708","85","0.143","13","0.022","79","0.133","0.088","P.S. 290 Manhattan New School",NA,NA
"74","02M294",NA,NA,NA,NA,NA,NA,"Essex Street Academy","2018-19","339","0","0","0","0","0","0","0","0","0","0","89","98","81","71","191","0.563","148","0.437","22","0.065","117","0.345","145","0.428","21","0.062","34","0.1","91","0.268","12","0.035","229","0.676","0.68",NA,NA,NA
"75","02M296",NA,NA,NA,NA,NA,NA,"High School of Hospitality Management","2018-19","380","0","0","0","0","0","0","0","0","0","0","118","131","53","78","252","0.663","128","0.337","19","0.05","105","0.276","236","0.621","13","0.034","7","0.018","98","0.258","35","0.092","342","0.9","0.86",NA,NA,NA
"76","02M297",NA,NA,NA,NA,NA,NA,"M.S. 297","2018-19","561","0","0","0","0","0","0","0","341","220","0","0","0","0","0","289","0.515","272","0.485","48","0.086","53","0.094","129","0.23","26","0.046","305","0.544","121","0.216","19","0.034","153","0.273","0.296",NA,NA,NA
"77","02M298",NA,NA,NA,NA,NA,NA,"Pace High School","2018-19","572","0","0","0","0","0","0","0","0","0","0","155","137","159","121","324","0.566","248","0.434","26","0.045","191","0.334","310","0.542","23","0.04","22","0.038","105","0.184","17","0.03","446","0.78","0.736",NA,NA,NA
"78","02M300",NA,NA,NA,NA,NA,NA,"Urban Assembly School of Design and Construction,","2018-19","302","0","0","0","0","0","0","0","0","0","0","69","72","80","81","90","0.298","212","0.702","17","0.056","69","0.228","205","0.679","3","0.01","8","0.026","78","0.258","35","0.116","241","0.798","0.857",NA,NA,NA
"79","02M303",NA,NA,NA,NA,NA,NA,"Facing History School, The","2018-19","372","0","0","0","0","0","0","0","0","0","0","105","87","103","77","174","0.468","198","0.532","4","0.011","95","0.255","260","0.699","5","0.013","8","0.022","92","0.247","41","0.11","294","0.79","0.854",NA,NA,NA
"80","02M305",NA,NA,NA,NA,NA,NA,"Urban Assembly Academy of Government and Law, The","2018-19","324","0","0","0","0","0","0","0","0","0","0","125","77","67","55","189","0.583","135","0.417","19","0.059","109","0.336","183","0.565","3","0.009","10","0.031","64","0.198","13","0.04","268","0.827","0.845",NA,NA,NA
"81","02M308",NA,NA,NA,NA,NA,NA,"Lower Manhattan Arts Academy","2018-19","290","0","0","0","0","0","0","0","0","0","0","101","71","65","53","188","0.648","102","0.352","25","0.086","80","0.276","162","0.559","15","0.052","8","0.028","106","0.366","20","0.069","218","0.752","0.812",NA,NA,NA
"82","02M312",NA,NA,NA,NA,NA,NA,"New York City Lab Middle School for Collaborative","2018-19","563","0","0","0","0","0","0","0","196","180","187","0","0","0","0","251","0.446","312","0.554","360","0.639","7","0.012","30","0.053","35","0.062","131","0.233","82","0.146","9","0.016","194","0.345","0.371",NA,NA,NA
"83","02M313",NA,NA,NA,NA,NA,NA,"James Baldwin School, The: A School for Expedition","2018-19","245","0","0","0","0","0","0","0","0","0","0","19","55","60","111","122","0.498","123","0.502","6","0.024","98","0.4","128","0.522","2","0.008","11","0.045","79","0.322","21","0.086","198","0.808","0.793",NA,NA,NA
"84","02M316",NA,NA,NA,NA,NA,NA,"Urban Assembly School of Business for Young Women,","2018-19","179","0","0","0","0","0","0","0","0","0","0","49","42","49","39","179","1.0","0","0.0","9","0.05","88","0.492","66","0.369","10","0.056","6","0.034","30","0.168","13","0.073","151","0.844","0.819",NA,NA,NA
"85","02M340","40.739178","-73.9955","10011","Fully Accessible","2","MANHATTAN","Sixth Avenue Elementary School","2018-19","339","72","75","56","60","41","35","0","0","0","0","0","0","0","0","165","0.487","174","0.513","29","0.086","8","0.024","39","0.115","50","0.147","213","0.628","64","0.189","4","0.012","27","0.08","0.121","Sixth Avenue Elementary School",NA,NA
"86","02M343","40.708766","-74.002406","10038","Fully Accessible","2","MANHATTAN","The Peck Slip School","2018-19","468","36","100","82","72","68","59","51","0","0","0","0","0","0","0","251","0.536","217","0.464","74","0.158","19","0.041","60","0.128","66","0.141","249","0.532","85","0.182","8","0.017","60","0.128","0.102","The Peck Slip School",NA,NA
"87","02M347","40.738548","-73.982455","10010","Partially Accessible","2","MANHATTAN","The 47 American Sign Language & English Lower Scho","2018-19","193","56","18","21","11","20","11","9","16","10","21","0","0","0","0","100","0.518","93","0.482","7","0.036","41","0.212","85","0.44","10","0.052","50","0.259","98","0.508","38","0.197","131","0.679","0.704","The 47 American Sign Language & English Lower School","1","The 47 American Sign Language & English Lower School (02M347)"
"88","02M374",NA,NA,NA,NA,NA,NA,"Gramercy Arts High School","2018-19","468","0","0","0","0","0","0","0","0","0","0","135","113","112","108","331","0.707","137","0.293","20","0.043","157","0.335","232","0.496","29","0.062","30","0.064","79","0.169","10","0.021","370","0.791","0.744",NA,NA,NA
"89","02M376",NA,NA,NA,NA,NA,NA,"NYC iSchool","2018-19","466","0","0","0","0","0","0","0","0","0","0","131","125","101","109","252","0.541","214","0.459","39","0.084","69","0.148","99","0.212","46","0.099","213","0.457","75","0.161","5","0.011","159","0.341","0.344",NA,NA,NA
"90","02M391",NA,NA,NA,NA,NA,NA,"District 2 Pre-K Center","2018-19","465","465","0","0","0","0","0","0","0","0","0","0","0","0","0","227","0.488","238","0.512","102","0.219","25","0.054","53","0.114","50","0.108","235","0.505","38","0.082","0","0.0","43","0.092","0.142",NA,NA,NA
"91","02M392",NA,NA,NA,NA,NA,NA,"MANHATTAN BUSINESS ACADEMY","2018-19","414","0","0","0","0","0","0","0","0","0","0","104","118","103","89","189","0.457","225","0.543","26","0.063","92","0.222","269","0.65","7","0.017","20","0.048","87","0.21","26","0.063","360","0.87","0.803",NA,NA,NA
"92","02M393",NA,NA,NA,NA,NA,NA,"Business Of Sports School","2018-19","429","0","0","0","0","0","0","0","0","0","0","131","115","101","82","158","0.368","271","0.632","5","0.012","141","0.329","263","0.613","7","0.016","13","0.03","103","0.24","35","0.082","311","0.725","0.793",NA,NA,NA
"93","02M394",NA,NA,NA,NA,NA,NA,"Emma Lazarus High School","2018-19","315","0","0","0","0","0","0","0","0","0","0","139","103","31","42","140","0.444","175","0.556","127","0.403","55","0.175","97","0.308","8","0.025","28","0.089","0","0.0","255","0.81","294","0.933","0.998",NA,NA,NA
"94","02M397","40.711313","-74.005472","10038","Fully Accessible","2","MANHATTAN","Spruce Street School","2018-19","560","18","68","65","64","62","54","45","62","61","61","0","0","0","0","274","0.489","286","0.511","92","0.164","22","0.039","89","0.159","59","0.105","298","0.532","114","0.204","13","0.023","95","0.17","0.161","Spruce Street School",NA,NA
"95","02M399",NA,NA,NA,NA,NA,NA,"The High School For Language And Diplomacy","2018-19","302","0","0","0","0","0","0","0","0","0","0","102","44","69","87","164","0.543","138","0.457","73","0.242","70","0.232","138","0.457","9","0.03","12","0.04","53","0.175","33","0.109","228","0.755","0.827",NA,NA,NA
"96","02M400",NA,NA,NA,NA,NA,NA,"High School for Environmental Studies","2018-19","1146","0","0","0","0","0","0","0","0","0","0","289","312","271","274","580","0.506","566","0.494","125","0.109","180","0.157","735","0.641","31","0.027","75","0.065","217","0.189","100","0.087","940","0.82","0.78",NA,NA,NA
"97","02M407",NA,NA,NA,NA,NA,NA,"Institute for Collaborative Education","2018-19","486","0","0","0","0","0","0","0","66","71","72","67","71","68","71","242","0.498","244","0.502","34","0.07","108","0.222","93","0.191","20","0.041","231","0.475","80","0.165","2","0.004","133","0.274","0.351",NA,NA,NA
"98","02M408",NA,NA,NA,NA,NA,NA,"Professional Performing Arts High School","2018-19","558","0","0","0","0","0","0","0","31","57","35","119","98","117","101","402","0.72","156","0.28","39","0.07","116","0.208","114","0.204","37","0.066","252","0.452","79","0.142","1","0.002","195","0.349","0.362",NA,NA,NA
"99","02M411",NA,NA,NA,NA,NA,NA,"Baruch College Campus High School","2018-19","475","0","0","0","0","0","0","0","0","0","0","119","127","116","113","265","0.558","210","0.442","166","0.349","17","0.036","63","0.133","27","0.057","202","0.425","60","0.126","5","0.011","184","0.387","0.388",NA,NA,NA
"100","02M412",NA,NA,NA,NA,NA,NA,"N.Y.C. Lab School for Collaborative Studies","2018-19","471","0","0","0","0","0","0","0","0","0","0","110","118","130","113","246","0.522","225","0.478","88","0.187","17","0.036","58","0.123","42","0.089","266","0.565","94","0.2","3","0.006","123","0.261","0.292",NA,NA,NA
"101","02M413",NA,NA,NA,NA,NA,NA,"School of the Future High School","2018-19","749","0","0","0","0","0","0","0","102","97","105","117","107","110","111","365","0.487","384","0.513","150","0.2","84","0.112","181","0.242","74","0.099","260","0.347","159","0.212","5","0.007","326","0.435","0.41",NA,NA,NA
"102","02M414",NA,NA,NA,NA,NA,NA,"N.Y.C. Museum School","2018-19","449","0","0","0","0","0","0","0","0","0","0","125","116","113","95","260","0.579","189","0.421","108","0.241","58","0.129","160","0.356","27","0.06","96","0.214","91","0.203","4","0.009","252","0.561","0.547",NA,NA,NA
"103","02M416",NA,NA,NA,NA,NA,NA,"Eleanor Roosevelt High School","2018-19","530","0","0","0","0","0","0","0","0","0","0","132","136","134","128","317","0.598","213","0.402","81","0.153","14","0.026","53","0.1","33","0.062","349","0.658","83","0.157","0","0.0","103","0.194","0.19",NA,NA,NA
"104","02M418",NA,NA,NA,NA,NA,NA,"Millennium High School","2018-19","681","0","0","0","0","0","0","0","0","0","0","211","166","164","140","422","0.62","259","0.38","320","0.47","26","0.038","75","0.11","42","0.062","218","0.32","84","0.123","5","0.007","336","0.493","0.468",NA,NA,NA
"105","02M419",NA,NA,NA,NA,NA,NA,"Landmark High School","2018-19","330","0","0","0","0","0","0","0","0","0","0","74","82","86","88","176","0.533","154","0.467","10","0.03","110","0.333","195","0.591","7","0.021","8","0.024","73","0.221","18","0.055","264","0.8","0.813",NA,NA,NA
"106","02M420",NA,NA,NA,NA,NA,NA,"High School for Health Professions and Human Servi","2018-19","1825","0","0","0","0","0","0","0","0","0","0","509","484","461","371","1293","0.708","532","0.292","395","0.216","287","0.157","962","0.527","40","0.022","141","0.077","243","0.133","76","0.042","1268","0.695","0.742",NA,NA,NA
"107","02M422",NA,NA,NA,NA,NA,NA,"Quest to Learn","2018-19","545","0","0","0","0","0","0","0","40","52","75","137","88","84","69","206","0.378","339","0.622","71","0.13","118","0.217","235","0.431","20","0.037","101","0.185","152","0.279","21","0.039","393","0.721","0.661",NA,NA,NA
"108","02M425",NA,NA,NA,NA,NA,NA,"Leadership and Public Service High School","2018-19","473","0","0","0","0","0","0","0","0","0","0","113","124","112","124","254","0.537","219","0.463","40","0.085","127","0.268","279","0.59","10","0.021","17","0.036","95","0.201","23","0.049","392","0.829","0.826",NA,NA,NA
"109","02M427",NA,NA,NA,NA,NA,NA,"MANHATTAN ACADEMY FOR ARTS & LANGUAGE","2018-19","233","0","0","0","0","0","0","0","0","0","0","64","60","48","61","108","0.464","125","0.536","2","0.009","5","0.021","221","0.948","0","0.0","5","0.021","28","0.12","157","0.674","228","0.979","0.956",NA,NA,NA
"110","02M432",NA,NA,NA,NA,NA,NA,"Murray Hill Academy","2018-19","304","0","0","0","0","0","0","0","0","0","0","81","109","66","48","157","0.516","147","0.484","18","0.059","93","0.306","161","0.53","12","0.039","20","0.066","75","0.247","12","0.039","262","0.862","0.81",NA,NA,NA
"111","02M437",NA,NA,NA,NA,NA,NA,"Hudson High School of Learning Technologies","2018-19","476","0","0","0","0","0","0","0","0","0","0","128","119","114","115","155","0.326","321","0.674","30","0.063","120","0.252","300","0.63","12","0.025","14","0.029","122","0.256","42","0.088","382","0.803","0.818",NA,NA,NA
"112","02M438",NA,NA,NA,NA,NA,NA,"International High School at Union Square","2018-19","356","0","0","0","0","0","0","0","0","0","0","80","91","94","91","138","0.388","218","0.612","56","0.157","70","0.197","192","0.539","2","0.006","36","0.101","10","0.028","307","0.862","306","0.86","0.983",NA,NA,NA
"113","02M439",NA,NA,NA,NA,NA,NA,"Manhattan Village Academy","2018-19","452","0","0","0","0","0","0","0","0","0","0","112","121","115","104","272","0.602","180","0.398","40","0.088","64","0.142","287","0.635","21","0.046","40","0.088","71","0.157","9","0.02","347","0.768","0.669",NA,NA,NA
"114","02M442",NA,NA,NA,NA,NA,NA,"Ballet Tech, NYC Public School for Dance","2018-19","142","0","0","0","0","0","36","38","26","20","22","0","0","0","0","74","0.521","68","0.479","39","0.275","25","0.176","35","0.246","12","0.085","31","0.218","6","0.042","4","0.028","63","0.444","0.456",NA,NA,NA
"115","02M449",NA,NA,NA,NA,NA,NA,"Vanguard High School","2018-19","427","0","0","0","0","0","0","0","0","0","0","115","117","107","88","220","0.515","207","0.485","24","0.056","107","0.251","249","0.583","18","0.042","29","0.068","106","0.248","13","0.03","310","0.726","0.756",NA,NA,NA
"116","02M459",NA,NA,NA,NA,NA,NA,"Manhattan International High School","2018-19","313","0","0","0","0","0","0","0","0","0","0","86","89","68","70","141","0.45","172","0.55","45","0.144","47","0.15","159","0.508","1","0.003","61","0.195","5","0.016","224","0.716","221","0.706","0.945",NA,NA,NA
"117","02M475",NA,NA,NA,NA,NA,NA,"Stuyvesant High School","2018-19","3316","0","0","0","0","0","0","0","0","0","0","823","822","849","822","1415","0.427","1901","0.573","2425","0.731","29","0.009","100","0.03","137","0.041","625","0.188","17","0.005","0","0.0","1384","0.417","0.388",NA,NA,NA
"118","02M489",NA,NA,NA,NA,NA,NA,"High School of Economics and Finance","2018-19","741","0","0","0","0","0","0","0","0","0","0","236","186","164","155","308","0.416","433","0.584","161","0.217","181","0.244","326","0.44","14","0.019","59","0.08","140","0.189","44","0.059","561","0.757","0.764",NA,NA,NA
"119","02M500",NA,NA,NA,NA,NA,NA,"Unity Center for Urban Technologies","2018-19","278","0","0","0","0","0","0","0","0","0","0","100","74","48","56","88","0.317","190","0.683","23","0.083","70","0.252","168","0.604","4","0.014","13","0.047","67","0.241","19","0.068","254","0.914","0.861",NA,NA,NA
"120","02M507",NA,NA,NA,NA,NA,NA,"Urban Assembly Gateway School for Technology","2018-19","456","0","0","0","0","0","0","0","0","0","0","122","116","112","106","90","0.197","366","0.803","32","0.07","130","0.285","245","0.537","22","0.048","27","0.059","99","0.217","16","0.035","261","0.572","0.66",NA,NA,NA
"121","02M519",NA,NA,NA,NA,NA,NA,"Talent Unlimited High School","2018-19","518","0","0","0","0","0","0","0","0","0","0","162","126","131","99","408","0.788","110","0.212","18","0.035","152","0.293","224","0.432","61","0.118","63","0.122","80","0.154","5","0.01","290","0.56","0.529",NA,NA,NA
